Zeit  1 - Langsame Messrate [s]	KMD1 [kN]	Vorne_links-v-control [mm]	Mitte_rechts-v [mm]	Vorne_rechts_v [mm]	Vorne_rechts_h_0_Grad [mm]	Vorne_mitte_h_0_Grad [mm]	Zeit  2 - Langsame Messrate [s]	Vorne_links_h_0_Grad [mm]	Mitte_h_0_Grad_1 [mm]	Mitte_h_0_Grad_2 [mm]	Mitte_h_90_Grad [mm]	Vorne_mitte_h_90_Grad_1 [mm]	Vorne_mitte_h_90_Grad_2 [mm]	Vorne_v_control [mm]	V_Mitte [mm]	Kraftges [kN]	Zeit [s]	Weg_soll []
328,60	2,668	-1,003	0,2602	-0,7823	0,2398	-0,08264	328,60	0,5393	0,2384	-0,2047	0,7031	0,1735	0,3119	0,5627	1,035	2,330	328,60	5,277	
328,80	2,655	-1,002	0,2598	-0,7813	0,2395	-0,08264	328,80	0,5385	0,2380	-0,2047	0,7021	0,1733	0,3118	0,5617	1,034	2,314	328,80	5,280	
329,00	2,650	-1,000	0,2594	-0,7804	0,2393	-0,08265	329,00	0,5377	0,2377	-0,2047	0,7012	0,1731	0,3117	0,5605	1,033	2,309	329,00	5,283	
329,20	2,642	-0,9989	0,2591	-0,7794	0,2389	-0,08265	329,20	0,5370	0,2373	-0,2047	0,7002	0,1729	0,3115	0,5594	1,032	2,300	329,20	5,287	
329,40	2,636	-0,9978	0,2591	-0,7788	0,2387	-0,08265	329,40	0,5363	0,2369	-0,2047	0,6992	0,1726	0,3113	0,5583	1,031	2,294	329,40	5,290	
329,60	2,634	-0,9968	0,2589	-0,7781	0,2385	-0,08265	329,60	0,5356	0,2365	-0,2047	0,6983	0,1724	0,3109	0,5573	1,029	2,292	329,60	5,293	
329,80	2,628	-0,9960	0,2587	-0,7775	0,2384	-0,08265	329,80	0,5349	0,2361	-0,2047	0,6975	0,1723	0,3106	0,5565	1,028	2,285	329,80	5,297	
330,00	2,627	-0,9953	0,2585	-0,7770	0,2382	-0,08264	330,00	0,5343	0,2357	-0,2047	0,6969	0,1721	0,3104	0,5558	1,028	2,284	330,00	5,300	
330,20	2,631	-0,9946	0,2584	-0,7765	0,2381	-0,08264	330,20	0,5336	0,2354	-0,2046	0,6963	0,1720	0,3102	0,5552	1,027	2,291	330,20	5,303	
330,40	2,620	-0,9939	0,2582	-0,7761	0,2379	-0,08264	330,40	0,5330	0,2352	-0,2046	0,6958	0,1719	0,3101	0,5547	1,027	2,277	330,40	5,307	
330,60	2,620	-0,9934	0,2583	-0,7757	0,2379	-0,08264	330,60	0,5324	0,2349	-0,2046	0,6953	0,1718	0,3101	0,5542	1,026	2,277	330,60	5,310	
330,80	2,620	-0,9928	0,2581	-0,7752	0,2377	-0,08263	330,80	0,5319	0,2347	-0,2046	0,6947	0,1717	0,3100	0,5537	1,025	2,279	330,80	5,313	
331,00	2,617	-0,9913	0,2581	-0,7746	0,2375	-0,08263	331,00	0,5315	0,2345	-0,2046	0,6942	0,1717	0,3099	0,5532	1,024	2,275	331,00	5,317	
331,20	2,608	-0,9904	0,2580	-0,7742	0,2373	-0,08263	331,20	0,5310	0,2344	-0,2046	0,6937	0,1716	0,3092	0,5528	1,024	2,265	331,20	5,320	
331,40	2,604	-0,9898	0,2580	-0,7737	0,2371	-0,08263	331,40	0,5306	0,2342	-0,2046	0,6932	0,1716	0,3083	0,5524	1,023	2,260	331,40	5,323	
331,60	2,605	-0,9892	0,2580	-0,7734	0,2370	-0,08263	331,60	0,5302	0,2341	-0,2046	0,6928	0,1716	0,3077	0,5520	1,023	2,261	331,60	5,327	
331,80	2,604	-0,9887	0,2580	-0,7730	0,2369	-0,08262	331,80	0,5297	0,2339	-0,2046	0,6924	0,1715	0,3075	0,5515	1,022	2,261	331,80	5,330	
332,00	2,602	-0,9882	0,2579	-0,7727	0,2368	-0,08263	332,00	0,5293	0,2338	-0,2045	0,6919	0,1715	0,3074	0,5510	1,022	2,259	332,00	5,333	
332,20	2,595	-0,9878	0,2578	-0,7723	0,2367	-0,08263	332,20	0,5289	0,2336	-0,2045	0,6915	0,1715	0,3074	0,5506	1,022	2,250	332,20	5,337	
332,40	2,596	-0,9874	0,2578	-0,7720	0,2367	-0,08263	332,40	0,5285	0,2335	-0,2045	0,6911	0,1715	0,3073	0,5502	1,021	2,251	332,40	5,340	
332,60	2,592	-0,9870	0,2577	-0,7717	0,2366	-0,08263	332,60	0,5282	0,2334	-0,2045	0,6907	0,1714	0,3073	0,5499	1,021	2,247	332,60	5,343	
332,80	2,583	-0,9865	0,2576	-0,7714	0,2365	-0,08263	332,80	0,5278	0,2333	-0,2045	0,6903	0,1714	0,3072	0,5495	1,021	2,235	332,80	5,347	
333,00	2,581	-0,9862	0,2574	-0,7711	0,2365	-0,08263	333,00	0,5275	0,2332	-0,2045	0,6899	0,1714	0,3072	0,5492	1,020	2,233	333,00	5,350	
333,20	2,562	-0,9858	0,2571	-0,7707	0,2365	-0,08263	333,20	0,5271	0,2331	-0,2045	0,6895	0,1714	0,3072	0,5489	1,020	2,206	333,20	5,353	
333,40	2,534	-0,9852	0,2549	-0,7700	0,2364	-0,08263	333,40	0,5268	0,2330	-0,2045	0,6888	0,1713	0,3071	0,5484	1,019	2,168	333,40	5,357	
333,60	2,502	-0,9843	0,2514	-0,7693	0,2364	-0,08264	333,60	0,5265	0,2329	-0,2045	0,6875	0,1713	0,3071	0,5474	1,018	2,125	333,60	5,360	
333,80	2,472	-0,9828	0,2499	-0,7681	0,2364	-0,08265	333,80	0,5262	0,2328	-0,2045	0,6856	0,1712	0,3069	0,5456	1,016	2,086	333,80	5,363	
334,00	2,436	-0,9810	0,2480	-0,7667	0,2364	-0,08265	334,00	0,5258	0,2326	-0,2045	0,6833	0,1709	0,3065	0,5431	1,014	2,038	334,00	5,367	
334,20	2,414	-0,9791	0,2470	-0,7651	0,2363	-0,08265	334,20	0,5254	0,2324	-0,2045	0,6805	0,1706	0,3061	0,5404	1,012	2,009	334,20	5,370	
334,40	2,382	-0,9772	0,2456	-0,7635	0,2363	-0,08265	334,40	0,5249	0,2320	-0,2045	0,6775	0,1702	0,3056	0,5376	1,009	1,966	334,40	5,373	
334,60	2,363	-0,9753	0,2441	-0,7619	0,2362	-0,08265	334,60	0,5243	0,2315	-0,2044	0,6749	0,1697	0,3053	0,5350	1,006	1,942	334,60	5,377	
334,80	2,345	-0,9735	0,2424	-0,7604	0,2359	-0,08265	334,80	0,5235	0,2310	-0,2044	0,6728	0,1691	0,3051	0,5322	1,003	1,920	334,80	5,380	
335,00	2,317	-0,9716	0,2407	-0,7590	0,2357	-0,08266	335,00	0,5228	0,2303	-0,2043	0,6711	0,1686	0,3049	0,5296	1,001	1,883	335,00	5,383	
335,20	2,224	-0,9673	0,2309	-0,7566	0,2357	-0,08266	335,20	0,5221	0,2297	-0,2043	0,6694	0,1681	0,3046	0,5271	0,9990	1,760	335,20	5,387	
335,40	2,169	-0,9633	0,2239	-0,7532	0,2357	-0,08267	335,40	0,5212	0,2288	-0,2042	0,6655	0,1675	0,3039	0,5227	0,9952	1,689	335,40	5,390	
335,60	2,141	-0,9602	0,2161	-0,7506	0,2357	-0,08268	335,60	0,5202	0,2274	-0,2041	0,6599	0,1663	0,3029	0,5164	0,9898	1,654	335,60	5,393	
335,80	2,112	-0,9575	0,2108	-0,7481	0,2356	-0,08268	335,80	0,5187	0,2256	-0,2038	0,6547	0,1651	0,3024	0,5103	0,9842	1,616	335,80	5,397	
336,00	2,087	-0,9543	0,2074	-0,7455	0,2349	-0,08268	336,00	0,5171	0,2241	-0,2036	0,6507	0,1641	0,3022	0,5055	0,9797	1,585	336,00	5,400	
336,20	2,059	-0,9515	0,2052	-0,7433	0,2342	-0,08268	336,20	0,5154	0,2228	-0,2033	0,6476	0,1632	0,3020	0,5015	0,9760	1,550	336,20	5,403	
336,40	2,040	-0,9492	0,2033	-0,7413	0,2337	-0,08268	336,40	0,5138	0,2217	-0,2030	0,6448	0,1623	0,3015	0,4978	0,9730	1,527	336,40	5,407	
336,60	2,021	-0,9472	0,2007	-0,7396	0,2334	-0,08268	336,60	0,5123	0,2206	-0,2027	0,6420	0,1612	0,3009	0,4945	0,9702	1,504	336,60	5,410	
336,80	2,008	-0,9455	0,1995	-0,7380	0,2331	-0,08268	336,80	0,5108	0,2197	-0,2024	0,6394	0,1601	0,3003	0,4916	0,9675	1,487	336,80	5,413	
337,00	1,989	-0,9441	0,1981	-0,7364	0,2328	-0,08267	337,00	0,5094	0,2190	-0,2020	0,6375	0,1584	0,2999	0,4891	0,9652	1,463	337,00	5,417	
337,20	1,978	-0,9427	0,1971	-0,7352	0,2327	-0,08267	337,20	0,5081	0,2183	-0,2016	0,6359	0,1567	0,2996	0,4868	0,9636	1,449	337,20	5,420	
337,40	1,968	-0,9414	0,1961	-0,7344	0,2325	-0,08267	337,40	0,5070	0,2177	-0,2012	0,6347	0,1555	0,2994	0,4848	0,9623	1,437	337,40	5,423	
337,60	1,952	-0,9398	0,1953	-0,7335	0,2324	-0,08267	337,60	0,5060	0,2171	-0,2008	0,6334	0,1547	0,2991	0,4827	0,9608	1,416	337,60	5,427	
337,80	1,928	-0,9383	0,1940	-0,7325	0,2322	-0,08268	337,80	0,5050	0,2165	-0,2003	0,6320	0,1541	0,2987	0,4806	0,9592	1,386	337,80	5,430	
338,00	1,906	-0,9369	0,1910	-0,7317	0,2321	-0,08268	338,00	0,5040	0,2159	-0,1997	0,6302	0,1537	0,2982	0,4782	0,9577	1,356	338,00	5,433	
338,20	1,888	-0,9354	0,1875	-0,7306	0,2320	-0,08268	338,20	0,5030	0,2152	-0,1990	0,6283	0,1533	0,2976	0,4756	0,9562	1,333	338,20	5,437	
338,40	1,874	-0,9338	0,1852	-0,7295	0,2319	-0,08269	338,40	0,5020	0,2146	-0,1980	0,6265	0,1527	0,2970	0,4728	0,9550	1,316	338,40	5,440	
338,60	1,859	-0,9324	0,1835	-0,7284	0,2317	-0,08269	338,60	0,5010	0,2140	-0,1966	0,6246	0,1519	0,2965	0,4700	0,9541	1,297	338,60	5,443	
338,80	1,845	-0,9310	0,1816	-0,7272	0,2315	-0,08270	338,80	0,5001	0,2134	-0,1949	0,6227	0,1510	0,2962	0,4674	0,9533	1,280	338,80	5,447	
339,00	1,818	-0,9297	0,1802	-0,7263	0,2314	-0,08270	339,00	0,4993	0,2127	-0,1932	0,6209	0,1503	0,2957	0,4649	0,9525	1,244	339,00	5,450	
339,20	1,807	-0,9283	0,1790	-0,7253	0,2313	-0,08270	339,20	0,4984	0,2120	-0,1917	0,6189	0,1498	0,2952	0,4625	0,9516	1,230	339,20	5,453	
339,40	1,779	-0,9269	0,1775	-0,7245	0,2312	-0,08270	339,40	0,4976	0,2114	-0,1901	0,6169	0,1494	0,2947	0,4599	0,9505	1,192	339,40	5,457	
339,60	1,736	-0,9252	0,1698	-0,7235	0,2311	-0,08271	339,60	0,4967	0,2109	-0,1881	0,6150	0,1490	0,2942	0,4570	0,9493	1,135	339,60	5,460	
339,80	1,704	-0,9230	0,1659	-0,7223	0,2312	-0,08273	339,80	0,4957	0,2103	-0,1858	0,6125	0,1484	0,2936	0,4531	0,9480	1,094	339,80	5,463	
340,00	1,681	-0,9209	0,1641	-0,7208	0,2311	-0,08274	340,00	0,4947	0,2096	-0,1835	0,6092	0,1475	0,2927	0,4481	0,9463	1,065	340,00	5,467	
340,20	1,663	-0,9193	0,1623	-0,7196	0,2311	-0,08276	340,20	0,4935	0,2087	-0,1810	0,6059	0,1465	0,2920	0,4431	0,9443	1,042	340,20	5,470	
340,40	1,655	-0,9179	0,1611	-0,7185	0,2311	-0,08277	340,40	0,4924	0,2077	-0,1784	0,6036	0,1456	0,2914	0,4390	0,9422	1,033	340,40	5,473	
340,60	1,636	-0,9167	0,1599	-0,7177	0,2310	-0,08277	340,60	0,4914	0,2069	-0,1760	0,6020	0,1448	0,2910	0,4359	0,9407	1,007	340,60	5,477	
340,80	1,615	-0,9157	0,1582	-0,7169	0,2309	-0,08278	340,80	0,4904	0,2062	-0,1740	0,6006	0,1442	0,2906	0,4334	0,9394	0,9795	340,80	5,480	
341,00	1,574	-0,9142	0,1545	-0,7161	0,2309	-0,08278	341,00	0,4894	0,2057	-0,1725	0,5989	0,1438	0,2901	0,4306	0,9377	0,9243	341,00	5,483	
341,20	1,538	-0,9123	0,1521	-0,7148	0,2309	-0,08280	341,20	0,4884	0,2051	-0,1713	0,5965	0,1432	0,2894	0,4265	0,9351	0,8762	341,20	5,487	
341,40	1,522	-0,9110	0,1482	-0,7133	0,2309	-0,08281	341,40	0,4873	0,2043	-0,1698	0,5934	0,1422	0,2887	0,4211	0,9312	0,8556	341,40	5,490	
341,60	1,503	-0,9097	0,1460	-0,7120	0,2309	-0,08281	341,60	0,4863	0,2033	-0,1677	0,5907	0,1410	0,2883	0,4159	0,9275	0,8306	341,60	5,493	
341,80	1,483	-0,9085	0,1404	-0,7109	0,2309	-0,08281	341,80	0,4854	0,2025	-0,1658	0,5884	0,1399	0,2883	0,4118	0,9246	0,8036	341,80	5,497	
342,00	1,472	-0,9073	0,1387	-0,7099	0,2309	-0,08282	342,00	0,4846	0,2018	-0,1642	0,5863	0,1388	0,2883	0,4082	0,9218	0,7907	342,00	5,500	
342,20	1,457	-0,9063	0,1379	-0,7090	0,2309	-0,08282	342,20	0,4837	0,2012	-0,1628	0,5844	0,1379	0,2883	0,4048	0,9189	0,7714	342,20	5,503	
342,40	1,452	-0,9053	0,1368	-0,7083	0,2309	-0,08281	342,40	0,4829	0,2006	-0,1612	0,5828	0,1372	0,2883	0,4020	0,9163	0,7652	342,40	5,507	
342,60	1,441	-0,9045	0,1361	-0,7076	0,2309	-0,08280	342,60	0,4821	0,2001	-0,1594	0,5814	0,1367	0,2883	0,3998	0,9142	0,7512	342,60	5,510	
342,80	1,369	-0,9036	0,1349	-0,7070	0,2309	-0,08279	342,80	0,4814	0,1997	-0,1579	0,5802	0,1363	0,2882	0,3978	0,9125	0,6518	342,80	5,513	
343,00	1,359	-0,9027	0,1336	-0,7064	0,2309	-0,08273	343,00	0,4807	0,1994	-0,1566	0,5791	0,1359	0,2882	0,3957	0,9109	0,6390	343,00	5,517	
343,20	1,395	-0,9019	0,1318	-0,7057	0,2309	-0,08266	343,20	0,4800	0,1991	-0,1553	0,5781	0,1355	0,2882	0,3934	0,9091	0,6906	343,20	5,520	
343,40	1,384	-0,9011	0,1298	-0,7050	0,2309	-0,08269	343,40	0,4793	0,1988	-0,1539	0,5770	0,1350	0,2881	0,3910	0,9071	0,6758	343,40	5,523	
343,60	1,367	-0,9003	0,1251	-0,7039	0,2309	-0,08275	343,60	0,4785	0,1984	-0,1526	0,5758	0,1346	0,2880	0,3884	0,9053	0,6536	343,60	5,527	
343,80	1,352	-0,8988	0,1206	-0,7010	0,2308	-0,08278	343,80	0,4778	0,1980	-0,1514	0,5743	0,1338	0,2878	0,3855	0,9031	0,6342	343,80	5,530	
344,00	1,331	-0,8971	0,1191	-0,6991	0,2308	-0,08278	344,00	0,4772	0,1974	-0,1502	0,5727	0,1307	0,2878	0,3828	0,9003	0,6074	344,00	5,533	
344,20	1,326	-0,8960	0,1178	-0,6979	0,2307	-0,08275	344,20	0,4767	0,1967	-0,1485	0,5709	0,1275	0,2878	0,3802	0,8973	0,6013	344,20	5,537	
344,40	1,318	-0,8951	0,1170	-0,6968	0,2307	-0,08273	344,40	0,4762	0,1958	-0,1458	0,5690	0,1259	0,2879	0,3776	0,8948	0,5918	344,40	5,540	
344,60	1,296	-0,8945	0,1157	-0,6960	0,2307	-0,08272	344,60	0,4757	0,1950	-0,1429	0,5672	0,1254	0,2879	0,3751	0,8930	0,5623	344,60	5,543	
344,80	1,292	-0,8939	0,1140	-0,6953	0,2306	-0,08271	344,80	0,4751	0,1943	-0,1407	0,5658	0,1250	0,2880	0,3728	0,8915	0,5573	344,80	5,547	
345,00	1,283	-0,8934	0,1126	-0,6946	0,2306	-0,08270	345,00	0,4745	0,1937	-0,1393	0,5648	0,1247	0,2880	0,3706	0,8902	0,5449	345,00	5,550	
345,20	1,263	-0,8930	0,1115	-0,6939	0,2306	-0,08270	345,20	0,4738	0,1932	-0,1382	0,5639	0,1242	0,2880	0,3685	0,8890	0,5183	345,20	5,553	
345,40	1,242	-0,8923	0,1097	-0,6929	0,2306	-0,08270	345,40	0,4733	0,1928	-0,1375	0,5627	0,1238	0,2880	0,3659	0,8876	0,4897	345,40	5,557	
345,60	1,213	-0,8914	0,1066	-0,6916	0,2305	-0,08270	345,60	0,4726	0,1925	-0,1369	0,5610	0,1232	0,2880	0,3621	0,8860	0,4499	345,60	5,560	
345,80	1,188	-0,8900	0,1041	-0,6899	0,2305	-0,08270	345,80	0,4720	0,1922	-0,1363	0,5589	0,1225	0,2880	0,3574	0,8843	0,4173	345,80	5,563	
346,00	1,159	-0,8887	0,1020	-0,6882	0,2305	-0,08269	346,00	0,4715	0,1918	-0,1352	0,5568	0,1215	0,2882	0,3523	0,8824	0,3782	346,00	5,567	
346,20	1,125	-0,8872	0,09861	-0,6866	0,2305	-0,08267	346,20	0,4710	0,1911	-0,1331	0,5547	0,1202	0,2885	0,3468	0,8803	0,3334	346,20	5,570	
346,40	1,092	-0,8857	0,09511	-0,6849	0,2304	-0,08264	346,40	0,4705	0,1902	-0,1295	0,5521	0,1187	0,2889	0,3404	0,8780	0,2894	346,40	5,573	
346,60	1,066	-0,8843	0,09172	-0,6830	0,2304	-0,08261	346,60	0,4699	0,1892	-0,1257	0,5489	0,1173	0,2893	0,3335	0,8751	0,2538	346,60	5,577	
346,80	1,035	-0,8832	0,08696	-0,6807	0,2304	-0,08258	346,80	0,4692	0,1881	-0,1224	0,5456	0,1160	0,2896	0,3265	0,8717	0,2120	346,80	5,580	
347,00	1,006	-0,8819	0,08464	-0,6788	0,2304	-0,08255	347,00	0,4683	0,1871	-0,1194	0,5427	0,1145	0,2899	0,3194	0,8683	0,1731	347,00	5,583	
347,20	0,9877	-0,8808	0,08221	-0,6772	0,2304	-0,08253	347,20	0,4674	0,1863	-0,1166	0,5403	0,1130	0,2901	0,3123	0,8655	0,1498	347,20	5,587	
347,40	0,9635	-0,8799	0,08013	-0,6758	0,2304	-0,08251	347,40	0,4665	0,1856	-0,1144	0,5381	0,1119	0,2903	0,3060	0,8630	0,1171	347,40	5,590	
347,60	0,9445	-0,8789	0,07679	-0,6743	0,2304	-0,08250	347,60	0,4657	0,1848	-0,1126	0,5361	0,1111	0,2904	0,3000	0,8602	0,09188	347,60	5,593	
347,80	0,9231	-0,8777	0,07322	-0,6730	0,2304	-0,08249	347,80	0,4648	0,1839	-0,1108	0,5341	0,1103	0,2904	0,2939	0,8565	0,06350	347,80	5,597	
348,00	0,9014	-0,8768	0,07122	-0,6718	0,2303	-0,08248	348,00	0,4639	0,1829	-0,1087	0,5321	0,1095	0,2905	0,2879	0,8525	0,03433	348,00	5,600	
348,20	0,8842	-0,8760	0,07007	-0,6705	0,2304	-0,08246	348,20	0,4630	0,1821	-0,1066	0,5300	0,1085	0,2905	0,2820	0,8490	0,01144	348,20	5,603	
348,40	0,8773	-0,8750	0,06937	-0,6692	0,2303	-0,08245	348,40	0,4623	0,1814	-0,1045	0,5281	0,1075	0,2905	0,2767	0,8462	0,00322	348,40	5,607	
348,60	0,8707	-0,8740	0,06861	-0,6680	0,2304	-0,08243	348,60	0,4616	0,1807	-0,1026	0,5265	0,1067	0,2906	0,2724	0,8443	-0,00472	348,60	5,610	
348,80	0,8491	-0,8732	0,06799	-0,6670	0,2303	-0,08241	348,80	0,4609	0,1800	-0,1008	0,5251	0,1060	0,2906	0,2687	0,8431	-0,03369	348,80	5,613	
349,00	0,8400	-0,8718	0,06698	-0,6659	0,2304	-0,08239	349,00	0,4602	0,1794	-0,09925	0,5240	0,1054	0,2906	0,2650	0,8420	-0,04459	349,00	5,617	
349,20	0,8259	-0,8707	0,06638	-0,6647	0,2303	-0,08237	349,20	0,4594	0,1790	-0,09812	0,5228	0,1048	0,2906	0,2608	0,8406	-0,06262	349,20	5,620	
349,40	0,8105	-0,8696	0,06566	-0,6633	0,2303	-0,08234	349,40	0,4587	0,1787	-0,09715	0,5215	0,1039	0,2906	0,2565	0,8392	-0,08280	349,40	5,623	
349,60	0,8035	-0,8688	0,06460	-0,6625	0,2304	-0,08231	349,60	0,4580	0,1783	-0,09618	0,5202	0,1031	0,2906	0,2526	0,8379	-0,09139	349,60	5,627	
349,80	0,7946	-0,8682	0,06360	-0,6617	0,2303	-0,08229	349,80	0,4573	0,1780	-0,09512	0,5191	0,1026	0,2906	0,2492	0,8366	-0,1030	349,80	5,630	
350,00	0,7839	-0,8675	0,06233	-0,6608	0,2303	-0,08226	350,00	0,4566	0,1776	-0,09392	0,5179	0,1020	0,2906	0,2460	0,8354	-0,1170	350,00	5,633	
350,20	0,7766	-0,8667	0,06136	-0,6600	0,2303	-0,08224	350,20	0,4560	0,1772	-0,09262	0,5165	0,1015	0,2906	0,2428	0,8341	-0,1262	350,20	5,637	
350,40	0,7741	-0,8661	0,06035	-0,6593	0,2303	-0,08221	350,40	0,4555	0,1769	-0,09129	0,5151	0,1009	0,2906	0,2397	0,8328	-0,1288	350,40	5,640	
350,60	0,7672	-0,8655	0,05994	-0,6586	0,2303	-0,08218	350,60	0,4550	0,1766	-0,09012	0,5140	0,1003	0,2907	0,2371	0,8320	-0,1376	350,60	5,643	
350,80	0,7609	-0,8650	0,05905	-0,6580	0,2303	-0,08216	350,80	0,4545	0,1762	-0,08905	0,5131	0,09976	0,2907	0,2350	0,8314	-0,1456	350,80	5,647	
351,00	0,7603	-0,8644	0,05849	-0,6574	0,2302	-0,08212	351,00	0,4540	0,1759	-0,08807	0,5125	0,09925	0,2907	0,2332	0,8309	-0,1457	351,00	5,650	
351,20	0,7554	-0,8639	0,05804	-0,6569	0,2302	-0,08209	351,20	0,4536	0,1756	-0,08723	0,5119	0,09871	0,2907	0,2318	0,8303	-0,1519	351,20	5,653	
351,40	0,7542	-0,8635	0,05727	-0,6566	0,2302	-0,08207	351,40	0,4532	0,1753	-0,08657	0,5114	0,09824	0,2907	0,2305	0,8298	-0,1531	351,40	5,657	
351,60	0,7539	-0,8631	0,05667	-0,6562	0,2302	-0,08204	351,60	0,4528	0,1750	-0,08603	0,5110	0,09789	0,2907	0,2294	0,8295	-0,1529	351,60	5,660	
351,80	0,7511	-0,8627	0,05618	-0,6558	0,2302	-0,08201	351,80	0,4524	0,1748	-0,08559	0,5107	0,09763	0,2907	0,2284	0,8290	-0,1562	351,80	5,663	
352,00	0,7513	-0,8622	0,05579	-0,6555	0,2302	-0,08199	352,00	0,4520	0,1746	-0,08524	0,5104	0,09740	0,2907	0,2277	0,8285	-0,1552	352,00	5,667	
352,20	0,7464	-0,8616	0,05546	-0,6551	0,2301	-0,08196	352,20	0,4517	0,1744	-0,08493	0,5101	0,09719	0,2907	0,2269	0,8281	-0,1613	352,20	5,670	
352,40	0,7495	-0,8612	0,05558	-0,6548	0,2301	-0,08193	352,40	0,4513	0,1742	-0,08466	0,5098	0,09701	0,2907	0,2263	0,8279	-0,1563	352,40	5,673	
352,60	0,7473	-0,8608	0,05551	-0,6545	0,2300	-0,08191	352,60	0,4510	0,1741	-0,08439	0,5094	0,09685	0,2907	0,2257	0,8277	-0,1589	352,60	5,677	
352,80	0,7458	-0,8603	0,05540	-0,6542	0,2300	-0,08188	352,80	0,4506	0,1739	-0,08412	0,5090	0,09671	0,2907	0,2250	0,8273	-0,1604	352,80	5,680	
353,00	0,7426	-0,8599	0,05518	-0,6538	0,2300	-0,08186	353,00	0,4503	0,1738	-0,08387	0,5086	0,09659	0,2907	0,2242	0,8268	-0,1641	353,00	5,683	
353,20	0,7409	-0,8594	0,05503	-0,6535	0,2299	-0,08184	353,20	0,4500	0,1737	-0,08364	0,5082	0,09646	0,2907	0,2233	0,8263	-0,1659	353,20	5,687	
353,40	0,7342	-0,8590	0,05486	-0,6533	0,2299	-0,08182	353,40	0,4497	0,1736	-0,08343	0,5079	0,09633	0,2907	0,2224	0,8261	-0,1747	353,40	5,690	
353,60	0,7299	-0,8585	0,05469	-0,6530	0,2299	-0,08180	353,60	0,4493	0,1735	-0,08323	0,5076	0,09616	0,2907	0,2214	0,8260	-0,1800	353,60	5,693	
353,80	0,7219	-0,8581	0,05448	-0,6528	0,2298	-0,08178	353,80	0,4490	0,1734	-0,08304	0,5072	0,09597	0,2907	0,2201	0,8255	-0,1908	353,80	5,697	
354,00	0,7109	-0,8577	0,05423	-0,6525	0,2298	-0,08177	354,00	0,4487	0,1733	-0,08286	0,5067	0,09577	0,2907	0,2186	0,8244	-0,2055	354,00	5,700	
354,20	0,7141	-0,8574	0,05387	-0,6523	0,2298	-0,08175	354,20	0,4483	0,1733	-0,08267	0,5060	0,09557	0,2907	0,2169	0,8232	-0,2006	354,20	5,703	
354,40	0,7054	-0,8571	0,05356	-0,6520	0,2298	-0,08174	354,40	0,4480	0,1732	-0,08249	0,5053	0,09537	0,2907	0,2151	0,8223	-0,2124	354,40	5,707	
354,60	0,7042	-0,8567	0,05321	-0,6516	0,2298	-0,08172	354,60	0,4477	0,1732	-0,08228	0,5046	0,09519	0,2907	0,2135	0,8218	-0,2135	354,60	5,710	
354,80	0,6946	-0,8565	0,05289	-0,6513	0,2298	-0,08170	354,80	0,4474	0,1731	-0,08201	0,5040	0,09503	0,2907	0,2120	0,8213	-0,2266	354,80	5,713	
355,00	0,6843	-0,8562	0,05219	-0,6510	0,2298	-0,08169	355,00	0,4472	0,1731	-0,08168	0,5035	0,09488	0,2907	0,2104	0,8207	-0,2406	355,00	5,717	
355,20	0,6734	-0,8559	0,05158	-0,6505	0,2298	-0,08167	355,20	0,4470	0,1730	-0,08134	0,5030	0,09469	0,2907	0,2082	0,8202	-0,2555	355,20	5,720	
355,40	0,6650	-0,8555	0,05003	-0,6501	0,2298	-0,08164	355,40	0,4467	0,1730	-0,08101	0,5024	0,09443	0,2907	0,2055	0,8197	-0,2667	355,40	5,723	
355,60	0,6606	-0,8551	0,04810	-0,6496	0,2298	-0,08161	355,60	0,4466	0,1730	-0,08062	0,5018	0,09409	0,2907	0,2028	0,8189	-0,2724	355,60	5,727	
355,80	0,6567	-0,8548	0,04700	-0,6492	0,2298	-0,08158	355,80	0,4464	0,1729	-0,08003	0,5011	0,09370	0,2907	0,2002	0,8180	-0,2773	355,80	5,730	
356,00	0,6525	-0,8544	0,04633	-0,6488	0,2298	-0,08154	356,00	0,4462	0,1729	-0,07919	0,5005	0,09331	0,2907	0,1979	0,8172	-0,2827	356,00	5,733	
356,20	0,6480	-0,8540	0,04564	-0,6483	0,2298	-0,08150	356,20	0,4460	0,1728	-0,07822	0,4999	0,09298	0,2907	0,1960	0,8164	-0,2885	356,20	5,737	
356,40	0,6473	-0,8537	0,04519	-0,6480	0,2298	-0,08146	356,40	0,4458	0,1728	-0,07727	0,4993	0,09272	0,2907	0,1944	0,8156	-0,2889	356,40	5,740	
356,60	0,6441	-0,8533	0,04482	-0,6476	0,2298	-0,08141	356,60	0,4456	0,1727	-0,07644	0,4988	0,09250	0,2907	0,1931	0,8149	-0,2929	356,60	5,743	
356,80	0,6400	-0,8530	0,04440	-0,6472	0,2298	-0,08137	356,80	0,4454	0,1726	-0,07571	0,4984	0,09231	0,2906	0,1919	0,8143	-0,2981	356,80	5,747	
357,00	0,6371	-0,8526	0,04407	-0,6469	0,2298	-0,08133	357,00	0,4451	0,1725	-0,07507	0,4980	0,09210	0,2907	0,1910	0,8139	-0,3017	357,00	5,750	
357,20	0,6374	-0,8524	0,04379	-0,6466	0,2298	-0,08129	357,20	0,4449	0,1723	-0,07450	0,4977	0,09185	0,2907	0,1901	0,8136	-0,3009	357,20	5,753	
