Zeit  1 - Langsame Messrate [s]	KMD1 [kN]	Vorne_links-v-control [mm]	Mitte_rechts-v [mm]	Vorne_rechts_v [mm]	Vorne_rechts_h_0_Grad [mm]	Vorne_mitte_h_0_Grad [mm]	Zeit  2 - Langsame Messrate [s]	Vorne_links_h_0_Grad [mm]	Mitte_h_0_Grad_1 [mm]	Mitte_h_0_Grad_2 [mm]	Mitte_h_90_Grad [mm]	Vorne_mitte_h_90_Grad_1 [mm]	Vorne_mitte_h_90_Grad_2 [mm]	Vorne_v_control [mm]	V_Mitte [mm]	Kraftges [kN]	Zeit [s]	Weg_soll []
269,60	11,71	-0,4188	1,108	-0,8482	0,02990	-0,1092	269,60	-0,3202	-0,1678	0,2926	1,186	0,4428	0,5650	-1,412	1,581	15,81	269,60	4,293	
269,80	11,76	-0,4206	1,111	-0,8505	0,03146	-0,1092	269,80	-0,3198	-0,1671	0,2934	1,187	0,4431	0,5655	-1,415	1,586	15,87	269,80	4,297	
270,00	11,79	-0,4226	1,115	-0,8530	0,03300	-0,1092	270,00	-0,3192	-0,1665	0,2942	1,190	0,4434	0,5663	-1,419	1,591	15,92	270,00	4,300	
270,20	11,86	-0,4253	1,120	-0,8567	0,03504	-0,1092	270,20	-0,3186	-0,1658	0,2950	1,193	0,4438	0,5673	-1,424	1,596	16,00	270,20	4,303	
270,40	11,88	-0,4274	1,125	-0,8595	0,03710	-0,1092	270,40	-0,3178	-0,1650	0,2961	1,196	0,4445	0,5685	-1,430	1,602	16,03	270,40	4,307	
270,60	11,90	-0,4290	1,130	-0,8616	0,03857	-0,1092	270,60	-0,3170	-0,1641	0,2975	1,200	0,4455	0,5699	-1,435	1,607	16,06	270,60	4,310	
270,80	11,89	-0,4300	1,133	-0,8631	0,03973	-0,1092	270,80	-0,3161	-0,1631	0,2992	1,203	0,4467	0,5712	-1,441	1,612	16,04	270,80	4,313	
271,00	11,90	-0,4311	1,135	-0,8649	0,04079	-0,1092	271,00	-0,3154	-0,1621	0,3011	1,206	0,4479	0,5721	-1,445	1,616	16,06	271,00	4,317	
271,20	11,90	-0,4320	1,137	-0,8667	0,04149	-0,1092	271,20	-0,3149	-0,1613	0,3027	1,208	0,4490	0,5729	-1,448	1,620	16,06	271,20	4,320	
271,40	11,91	-0,4333	1,140	-0,8688	0,04245	-0,1092	271,40	-0,3145	-0,1605	0,3042	1,209	0,4499	0,5735	-1,452	1,624	16,07	271,40	4,323	
271,60	11,91	-0,4342	1,142	-0,8701	0,04328	-0,1092	271,60	-0,3140	-0,1598	0,3055	1,210	0,4507	0,5740	-1,455	1,627	16,07	271,60	4,327	
271,80	11,92	-0,4351	1,144	-0,8716	0,04410	-0,1092	271,80	-0,3136	-0,1592	0,3067	1,211	0,4516	0,5745	-1,458	1,631	16,08	271,80	4,330	
272,00	11,90	-0,4356	1,146	-0,8723	0,04476	-0,1092	272,00	-0,3133	-0,1586	0,3078	1,212	0,4524	0,5750	-1,461	1,634	16,05	272,00	4,333	
272,20	11,91	-0,4364	1,149	-0,8737	0,04561	-0,1092	272,20	-0,3129	-0,1582	0,3088	1,213	0,4532	0,5754	-1,463	1,638	16,07	272,20	4,337	
272,40	11,91	-0,4369	1,151	-0,8744	0,04622	-0,1092	272,40	-0,3126	-0,1578	0,3098	1,214	0,4538	0,5758	-1,465	1,641	16,06	272,40	4,340	
272,60	11,92	-0,4376	1,152	-0,8757	0,04696	-0,1092	272,60	-0,3124	-0,1575	0,3107	1,215	0,4543	0,5761	-1,467	1,644	16,07	272,60	4,343	
272,80	11,93	-0,4387	1,153	-0,8772	0,04775	-0,1092	272,80	-0,3121	-0,1571	0,3115	1,216	0,4548	0,5765	-1,469	1,647	16,09	272,80	4,347	
273,00	11,93	-0,4393	1,156	-0,8782	0,04825	-0,1092	273,00	-0,3119	-0,1568	0,3123	1,217	0,4553	0,5770	-1,472	1,651	16,08	273,00	4,350	
273,20	11,94	-0,4402	1,158	-0,8798	0,04895	-0,1092	273,20	-0,3117	-0,1565	0,3130	1,218	0,4561	0,5774	-1,474	1,655	16,10	273,20	4,353	
273,40	11,94	-0,4410	1,159	-0,8811	0,04941	-0,1092	273,40	-0,3114	-0,1562	0,3137	1,219	0,4569	0,5779	-1,476	1,659	16,10	273,40	4,357	
273,60	11,95	-0,4421	1,160	-0,8823	0,04999	-0,1092	273,60	-0,3111	-0,1559	0,3144	1,221	0,4578	0,5783	-1,478	1,662	16,11	273,60	4,360	
273,80	11,95	-0,4429	1,162	-0,8834	0,05057	-0,1092	273,80	-0,3107	-0,1556	0,3151	1,222	0,4586	0,5787	-1,480	1,665	16,12	273,80	4,363	
274,00	11,96	-0,4439	1,162	-0,8847	0,05130	-0,1092	274,00	-0,3103	-0,1552	0,3158	1,223	0,4594	0,5791	-1,482	1,668	16,12	274,00	4,367	
274,20	11,96	-0,4448	1,163	-0,8861	0,05217	-0,1092	274,20	-0,3100	-0,1549	0,3165	1,225	0,4601	0,5794	-1,484	1,671	16,13	274,20	4,370	
274,40	11,96	-0,4455	1,163	-0,8872	0,05314	-0,1092	274,40	-0,3098	-0,1546	0,3172	1,226	0,4608	0,5797	-1,487	1,673	16,12	274,40	4,373	
274,60	11,97	-0,4465	1,164	-0,8885	0,05385	-0,1092	274,60	-0,3095	-0,1543	0,3180	1,228	0,4613	0,5801	-1,489	1,675	16,13	274,60	4,377	
274,80	11,97	-0,4474	1,165	-0,8895	0,05435	-0,1092	274,80	-0,3092	-0,1540	0,3190	1,229	0,4617	0,5804	-1,492	1,678	16,13	274,80	4,380	
275,00	11,98	-0,4488	1,166	-0,8912	0,05512	-0,1092	275,00	-0,3089	-0,1537	0,3199	1,231	0,4622	0,5807	-1,495	1,680	16,15	275,00	4,383	
275,20	11,97	-0,4496	1,167	-0,8920	0,05569	-0,1092	275,20	-0,3085	-0,1534	0,3209	1,233	0,4627	0,5811	-1,497	1,682	16,13	275,20	4,387	
275,40	11,99	-0,4503	1,167	-0,8929	0,05634	-0,1091	275,40	-0,3081	-0,1530	0,3218	1,234	0,4632	0,5814	-1,499	1,684	16,15	275,40	4,390	
275,60	12,02	-0,4523	1,168	-0,8952	0,05734	-0,1091	275,60	-0,3077	-0,1527	0,3226	1,236	0,4637	0,5817	-1,501	1,686	16,19	275,60	4,393	
275,80	12,15	-0,4586	1,171	-0,9023	0,05973	-0,1092	275,80	-0,3074	-0,1524	0,3234	1,237	0,4641	0,5821	-1,504	1,689	16,37	275,80	4,397	
276,00	12,27	-0,4660	1,177	-0,9107	0,06323	-0,1092	276,00	-0,3070	-0,1521	0,3243	1,239	0,4645	0,5831	-1,508	1,697	16,52	276,00	4,400	
276,20	12,34	-0,4714	1,180	-0,9176	0,06652	-0,1092	276,20	-0,3059	-0,1517	0,3255	1,244	0,4653	0,5853	-1,516	1,712	16,61	276,20	4,403	
276,40	12,39	-0,4763	1,186	-0,9237	0,06948	-0,1092	276,40	-0,3044	-0,1511	0,3273	1,250	0,4668	0,5879	-1,526	1,730	16,68	276,40	4,407	
276,60	12,38	-0,4791	1,190	-0,9270	0,07198	-0,1092	276,60	-0,3027	-0,1503	0,3297	1,256	0,4686	0,5901	-1,534	1,745	16,66	276,60	4,410	
276,80	12,40	-0,4818	1,192	-0,9301	0,07417	-0,1092	276,80	-0,3009	-0,1492	0,3320	1,263	0,4706	0,5918	-1,540	1,754	16,68	276,80	4,413	
277,00	12,42	-0,4839	1,196	-0,9325	0,07613	-0,1092	277,00	-0,2991	-0,1479	0,3337	1,269	0,4724	0,5928	-1,544	1,759	16,70	277,00	4,417	
277,20	12,41	-0,4856	1,197	-0,9340	0,07832	-0,1092	277,20	-0,2975	-0,1466	0,3350	1,274	0,4739	0,5935	-1,548	1,763	16,69	277,20	4,420	
277,40	12,43	-0,4877	1,201	-0,9366	0,08047	-0,1092	277,40	-0,2962	-0,1454	0,3362	1,277	0,4751	0,5941	-1,553	1,767	16,71	277,40	4,423	
277,60	12,44	-0,4892	1,203	-0,9388	0,08225	-0,1092	277,60	-0,2953	-0,1442	0,3372	1,280	0,4761	0,5947	-1,558	1,772	16,73	277,60	4,427	
277,80	12,45	-0,4906	1,205	-0,9410	0,08384	-0,1092	277,80	-0,2944	-0,1431	0,3382	1,283	0,4770	0,5954	-1,564	1,776	16,75	277,80	4,430	
278,00	12,51	-0,4931	1,207	-0,9445	0,08587	-0,1091	278,00	-0,2937	-0,1420	0,3392	1,285	0,4779	0,5961	-1,569	1,780	16,82	278,00	4,433	
278,20	12,57	-0,4973	1,209	-0,9498	0,08846	-0,1091	278,20	-0,2931	-0,1410	0,3402	1,288	0,4787	0,5968	-1,574	1,785	16,91	278,20	4,437	
278,40	12,61	-0,5012	1,211	-0,9553	0,08981	-0,1091	278,40	-0,2926	-0,1401	0,3413	1,291	0,4796	0,5979	-1,580	1,791	16,95	278,40	4,440	
278,60	12,63	-0,5051	1,217	-0,9613	0,09034	-0,1091	278,60	-0,2919	-0,1391	0,3426	1,296	0,4809	0,5994	-1,587	1,800	16,97	278,60	4,443	
278,80	12,63	-0,5069	1,220	-0,9649	0,09107	-0,1092	278,80	-0,2915	-0,1384	0,3443	1,300	0,4832	0,6015	-1,594	1,808	16,97	278,80	4,447	
279,00	12,64	-0,5085	1,224	-0,9677	0,09221	-0,1092	279,00	-0,2913	-0,1379	0,3461	1,303	0,4859	0,6035	-1,599	1,816	16,98	279,00	4,450	
279,20	12,63	-0,5096	1,228	-0,9698	0,09313	-0,1092	279,20	-0,2912	-0,1375	0,3479	1,306	0,4882	0,6050	-1,604	1,823	16,97	279,20	4,453	
279,40	12,63	-0,5103	1,230	-0,9713	0,09396	-0,1091	279,40	-0,2911	-0,1371	0,3495	1,309	0,4898	0,6060	-1,608	1,828	16,96	279,40	4,457	
279,60	12,63	-0,5112	1,232	-0,9728	0,09495	-0,1091	279,60	-0,2909	-0,1361	0,3512	1,311	0,4909	0,6067	-1,612	1,833	16,96	279,60	4,460	
279,80	12,62	-0,5121	1,238	-0,9744	0,09590	-0,1091	279,80	-0,2908	-0,1349	0,3527	1,312	0,4919	0,6072	-1,615	1,836	16,95	279,80	4,463	
280,00	12,63	-0,5130	1,241	-0,9761	0,09675	-0,1091	280,00	-0,2906	-0,1340	0,3540	1,313	0,4927	0,6077	-1,617	1,839	16,96	280,00	4,467	
280,20	12,62	-0,5138	1,243	-0,9773	0,09754	-0,1091	280,20	-0,2905	-0,1336	0,3551	1,314	0,4934	0,6082	-1,620	1,842	16,95	280,20	4,470	
280,40	12,62	-0,5146	1,245	-0,9788	0,09838	-0,1091	280,40	-0,2903	-0,1333	0,3562	1,315	0,4942	0,6086	-1,623	1,844	16,95	280,40	4,473	
280,60	12,62	-0,5152	1,246	-0,9800	0,09908	-0,1091	280,60	-0,2901	-0,1331	0,3573	1,316	0,4949	0,6090	-1,625	1,846	16,95	280,60	4,477	
280,80	12,61	-0,5158	1,246	-0,9808	0,09969	-0,1091	280,80	-0,2899	-0,1328	0,3583	1,318	0,4955	0,6094	-1,628	1,849	16,93	280,80	4,480	
281,00	12,62	-0,5165	1,247	-0,9820	0,1003	-0,1091	281,00	-0,2896	-0,1326	0,3593	1,319	0,4961	0,6097	-1,630	1,851	16,94	281,00	4,483	
281,20	12,62	-0,5172	1,248	-0,9832	0,1009	-0,1091	281,20	-0,2893	-0,1324	0,3602	1,321	0,4967	0,6099	-1,631	1,853	16,94	281,20	4,487	
281,40	12,62	-0,5183	1,249	-0,9846	0,1014	-0,1091	281,40	-0,2890	-0,1322	0,3610	1,321	0,4972	0,6102	-1,633	1,856	16,95	281,40	4,490	
281,60	12,62	-0,5193	1,249	-0,9858	0,1019	-0,1091	281,60	-0,2888	-0,1320	0,3618	1,322	0,4978	0,6104	-1,635	1,859	16,95	281,60	4,493	
281,80	12,64	-0,5206	1,250	-0,9874	0,1025	-0,1091	281,80	-0,2886	-0,1318	0,3625	1,324	0,4984	0,6108	-1,637	1,862	16,96	281,80	4,497	
282,00	12,64	-0,5221	1,251	-0,9887	0,1032	-0,1091	282,00	-0,2884	-0,1316	0,3633	1,325	0,4991	0,6111	-1,639	1,865	16,97	282,00	4,500	
282,20	12,64	-0,5232	1,251	-0,9898	0,1038	-0,1091	282,20	-0,2881	-0,1314	0,3640	1,327	0,4998	0,6115	-1,641	1,868	16,96	282,20	4,503	
282,40	12,64	-0,5244	1,252	-0,9915	0,1044	-0,1091	282,40	-0,2878	-0,1311	0,3647	1,330	0,5004	0,6119	-1,642	1,871	16,96	282,40	4,507	
282,60	12,64	-0,5257	1,253	-0,9933	0,1050	-0,1091	282,60	-0,2874	-0,1309	0,3653	1,331	0,5010	0,6123	-1,644	1,874	16,96	282,60	4,510	
282,80	12,64	-0,5270	1,253	-0,9959	0,1054	-0,1091	282,80	-0,2869	-0,1306	0,3659	1,333	0,5016	0,6126	-1,646	1,878	16,96	282,80	4,513	
283,00	12,66	-0,5288	1,254	-0,9981	0,1063	-0,1091	283,00	-0,2863	-0,1303	0,3665	1,334	0,5025	0,6130	-1,648	1,881	16,99	283,00	4,517	
283,20	12,77	-0,5336	1,255	-1,004	0,1084	-0,1091	283,20	-0,2856	-0,1300	0,3672	1,335	0,5034	0,6133	-1,651	1,885	17,13	283,20	4,520	
283,40	12,83	-0,5386	1,257	-1,009	0,1110	-0,1091	283,40	-0,2849	-0,1297	0,3678	1,337	0,5045	0,6142	-1,655	1,891	17,21	283,40	4,523	
283,60	12,86	-0,5423	1,260	-1,013	0,1134	-0,1091	283,60	-0,2842	-0,1293	0,3686	1,342	0,5056	0,6157	-1,661	1,899	17,25	283,60	4,527	
283,80	12,87	-0,5450	1,261	-1,016	0,1153	-0,1091	283,80	-0,2843	-0,1287	0,3700	1,347	0,5069	0,6173	-1,667	1,906	17,25	283,80	4,530	
284,00	12,87	-0,5469	1,263	-1,018	0,1176	-0,1091	284,00	-0,2858	-0,1280	0,3717	1,352	0,5081	0,6186	-1,672	1,911	17,26	284,00	4,533	
284,20	12,89	-0,5493	1,264	-1,021	0,1195	-0,1091	284,20	-0,2871	-0,1273	0,3732	1,355	0,5090	0,6195	-1,677	1,914	17,28	284,20	4,537	
284,40	12,90	-0,5512	1,266	-1,023	0,1211	-0,1091	284,40	-0,2874	-0,1264	0,3746	1,357	0,5097	0,6203	-1,681	1,917	17,29	284,40	4,540	
284,60	12,95	-0,5538	1,267	-1,027	0,1228	-0,1091	284,60	-0,2872	-0,1256	0,3758	1,360	0,5101	0,6211	-1,685	1,920	17,35	284,60	4,543	
284,80	12,91	-0,5561	1,269	-1,030	0,1244	-0,1091	284,80	-0,2869	-0,1249	0,3771	1,363	0,5106	0,6218	-1,690	1,924	17,29	284,80	4,547	
285,00	12,91	-0,5579	1,272	-1,032	0,1258	-0,1090	285,00	-0,2866	-0,1243	0,3786	1,367	0,5112	0,6227	-1,695	1,930	17,30	285,00	4,550	
285,20	12,99	-0,5591	1,275	-1,034	0,1268	-0,1090	285,20	-0,2862	-0,1238	0,3801	1,371	0,5119	0,6236	-1,699	1,936	17,40	285,20	4,553	
285,40	12,97	-0,5597	1,277	-1,035	0,1274	-0,1090	285,40	-0,2857	-0,1234	0,3818	1,374	0,5128	0,6244	-1,703	1,941	17,38	285,40	4,557	
285,60	12,96	-0,5601	1,279	-1,036	0,1280	-0,1090	285,60	-0,2853	-0,1231	0,3835	1,377	0,5137	0,6250	-1,706	1,947	17,37	285,60	4,560	
285,80	12,95	-0,5604	1,282	-1,037	0,1283	-0,1091	285,80	-0,2849	-0,1229	0,3851	1,378	0,5146	0,6253	-1,708	1,951	17,35	285,80	4,563	
286,00	12,94	-0,5607	1,284	-1,038	0,1286	-0,1091	286,00	-0,2847	-0,1228	0,3867	1,379	0,5155	0,6256	-1,710	1,954	17,33	286,00	4,567	
286,20	12,95	-0,5614	1,286	-1,040	0,1289	-0,1091	286,20	-0,2845	-0,1227	0,3880	1,380	0,5163	0,6258	-1,712	1,956	17,34	286,20	4,570	
286,40	12,94	-0,5622	1,288	-1,041	0,1292	-0,1091	286,40	-0,2844	-0,1227	0,3892	1,381	0,5170	0,6260	-1,713	1,959	17,33	286,40	4,573	
286,60	12,96	-0,5632	1,289	-1,043	0,1294	-0,1091	286,60	-0,2843	-0,1227	0,3902	1,382	0,5177	0,6263	-1,715	1,962	17,35	286,60	4,577	
286,80	12,94	-0,5639	1,291	-1,043	0,1295	-0,1091	286,80	-0,2843	-0,1229	0,3912	1,384	0,5185	0,6266	-1,717	1,965	17,32	286,80	4,580	
287,00	12,93	-0,5645	1,292	-1,044	0,1297	-0,1091	287,00	-0,2842	-0,1233	0,3922	1,386	0,5194	0,6268	-1,719	1,967	17,31	287,00	4,583	
287,20	12,93	-0,5652	1,292	-1,045	0,1300	-0,1091	287,20	-0,2841	-0,1238	0,3932	1,387	0,5201	0,6271	-1,721	1,969	17,31	287,20	4,587	
287,40	12,93	-0,5662	1,293	-1,046	0,1304	-0,1091	287,40	-0,2840	-0,1242	0,3942	1,387	0,5207	0,6273	-1,723	1,971	17,31	287,40	4,590	
287,60	12,94	-0,5670	1,294	-1,047	0,1307	-0,1090	287,60	-0,2839	-0,1244	0,3952	1,388	0,5212	0,6275	-1,725	1,973	17,32	287,60	4,593	
287,80	12,94	-0,5679	1,295	-1,048	0,1309	-0,1090	287,80	-0,2839	-0,1245	0,3962	1,389	0,5217	0,6277	-1,727	1,975	17,32	287,80	4,597	
288,00	12,95	-0,5690	1,296	-1,050	0,1313	-0,1090	288,00	-0,2839	-0,1245	0,3972	1,389	0,5222	0,6280	-1,729	1,976	17,33	288,00	4,600	
288,20	12,95	-0,5700	1,298	-1,051	0,1315	-0,1090	288,20	-0,2838	-0,1246	0,3981	1,391	0,5227	0,6283	-1,730	1,978	17,33	288,20	4,603	
288,40	12,95	-0,5709	1,300	-1,052	0,1316	-0,1091	288,40	-0,2839	-0,1247	0,3991	1,392	0,5234	0,6287	-1,732	1,980	17,32	288,40	4,607	
288,60	12,95	-0,5722	1,302	-1,054	0,1317	-0,1091	288,60	-0,2839	-0,1249	0,4000	1,393	0,5242	0,6292	-1,734	1,982	17,34	288,60	4,610	
288,80	12,95	-0,5729	1,304	-1,055	0,1317	-0,1091	288,80	-0,2840	-0,1251	0,4008	1,395	0,5250	0,6297	-1,736	1,984	17,32	288,80	4,613	
289,00	12,93	-0,5738	1,306	-1,056	0,1318	-0,1091	289,00	-0,2841	-0,1253	0,4016	1,396	0,5258	0,6303	-1,737	1,985	17,30	289,00	4,617	
289,20	12,93	-0,5746	1,307	-1,057	0,1318	-0,1091	289,20	-0,2842	-0,1253	0,4022	1,396	0,5266	0,6307	-1,738	1,987	17,30	289,20	4,620	
289,40	12,94	-0,5756	1,310	-1,059	0,1319	-0,1091	289,40	-0,2843	-0,1253	0,4028	1,397	0,5274	0,6312	-1,740	1,988	17,31	289,40	4,623	
289,60	12,92	-0,5767	1,312	-1,058	0,1327	-0,1091	289,60	-0,2843	-0,1253	0,4033	1,398	0,5281	0,6317	-1,741	1,990	17,28	289,60	4,627	
289,80	12,94	-0,5781	1,314	-1,060	0,1331	-0,1091	289,80	-0,2843	-0,1252	0,4038	1,399	0,5287	0,6323	-1,743	1,992	17,30	289,80	4,630	
290,00	12,93	-0,5793	1,316	-1,061	0,1332	-0,1091	290,00	-0,2843	-0,1251	0,4042	1,400	0,5292	0,6330	-1,746	1,994	17,30	290,00	4,633	
290,20	12,95	-0,5806	1,317	-1,062	0,1335	-0,1091	290,20	-0,2843	-0,1249	0,4045	1,402	0,5297	0,6338	-1,749	1,996	17,31	290,20	4,637	
290,40	12,94	-0,5816	1,320	-1,064	0,1335	-0,1091	290,40	-0,2844	-0,1246	0,4048	1,403	0,5303	0,6346	-1,751	1,998	17,30	290,40	4,640	
290,60	12,94	-0,5825	1,322	-1,065	0,1338	-0,1091	290,60	-0,2844	-0,1244	0,4052	1,405	0,5309	0,6354	-1,753	1,999	17,30	290,60	4,643	
290,80	12,94	-0,5835	1,325	-1,066	0,1339	-0,1091	290,80	-0,2844	-0,1242	0,4055	1,406	0,5316	0,6361	-1,755	2,001	17,30	290,80	4,647	
291,00	12,94	-0,5847	1,327	-1,067	0,1340	-0,1091	291,00	-0,2844	-0,1240	0,4059	1,407	0,5323	0,6367	-1,756	2,002	17,30	291,00	4,650	
291,20	12,94	-0,5856	1,328	-1,068	0,1343	-0,1091	291,20	-0,2844	-0,1238	0,4063	1,408	0,5330	0,6373	-1,757	2,004	17,30	291,20	4,653	
291,40	12,94	-0,5865	1,329	-1,069	0,1345	-0,1090	291,40	-0,2844	-0,1236	0,4067	1,409	0,5335	0,6379	-1,759	2,006	17,30	291,40	4,657	
291,60	12,93	-0,5872	1,330	-1,069	0,1346	-0,1090	291,60	-0,2844	-0,1234	0,4072	1,410	0,5341	0,6384	-1,760	2,008	17,29	291,60	4,660	
291,80	12,93	-0,5880	1,331	-1,070	0,1349	-0,1090	291,80	-0,2844	-0,1233	0,4077	1,411	0,5346	0,6389	-1,762	2,010	17,28	291,80	4,663	
292,00	12,95	-0,5890	1,332	-1,071	0,1351	-0,1090	292,00	-0,2844	-0,1231	0,4081	1,413	0,5351	0,6393	-1,763	2,011	17,30	292,00	4,667	
292,20	12,96	-0,5898	1,333	-1,072	0,1354	-0,1090	292,20	-0,2844	-0,1229	0,4085	1,414	0,5356	0,6397	-1,764	2,013	17,31	292,20	4,670	
292,40	13,00	-0,5919	1,334	-1,075	0,1362	-0,1090	292,40	-0,2844	-0,1228	0,4089	1,416	0,5360	0,6401	-1,766	2,016	17,37	292,40	4,673	
292,60	13,03	-0,5941	1,335	-1,077	0,1370	-0,1090	292,60	-0,2844	-0,1226	0,4094	1,417	0,5364	0,6407	-1,768	2,019	17,41	292,60	4,677	
292,80	13,07	-0,5967	1,337	-1,080	0,1380	-0,1090	292,80	-0,2844	-0,1224	0,4100	1,420	0,5369	0,6414	-1,771	2,024	17,47	292,80	4,680	
293,00	13,12	-0,5994	1,339	-1,083	0,1393	-0,1090	293,00	-0,2843	-0,1220	0,4107	1,423	0,5374	0,6423	-1,774	2,029	17,53	293,00	4,683	
293,20	13,14	-0,6019	1,341	-1,086	0,1404	-0,1090	293,20	-0,2842	-0,1215	0,4116	1,426	0,5382	0,6434	-1,778	2,035	17,55	293,20	4,687	
293,40	13,16	-0,6039	1,342	-1,088	0,1413	-0,1090	293,40	-0,2841	-0,1208	0,4125	1,429	0,5391	0,6446	-1,781	2,041	17,58	293,40	4,690	
293,60	13,18	-0,6059	1,344	-1,090	0,1424	-0,1090	293,60	-0,2840	-0,1201	0,4134	1,432	0,5400	0,6457	-1,785	2,046	17,60	293,60	4,693	
293,80	13,17	-0,6068	1,345	-1,091	0,1430	-0,1090	293,80	-0,2839	-0,1196	0,4144	1,434	0,5409	0,6466	-1,788	2,052	17,59	293,80	4,697	
294,00	13,17	-0,6080	1,345	-1,093	0,1436	-0,1090	294,00	-0,2839	-0,1194	0,4154	1,436	0,5416	0,6474	-1,790	2,056	17,59	294,00	4,700	
294,20	13,19	-0,6091	1,346	-1,094	0,1443	-0,1090	294,20	-0,2838	-0,1192	0,4163	1,437	0,5423	0,6480	-1,792	2,060	17,61	294,20	4,703	
294,40	13,18	-0,6097	1,348	-1,095	0,1447	-0,1090	294,40	-0,2837	-0,1191	0,4171	1,438	0,5428	0,6484	-1,794	2,063	17,60	294,40	4,707	
294,60	13,18	-0,6104	1,349	-1,096	0,1452	-0,1090	294,60	-0,2837	-0,1190	0,4178	1,439	0,5433	0,6489	-1,796	2,066	17,59	294,60	4,710	
294,80	13,19	-0,6114	1,351	-1,098	0,1457	-0,1090	294,80	-0,2836	-0,1190	0,4185	1,440	0,5438	0,6494	-1,798	2,069	17,61	294,80	4,713	
295,00	13,19	-0,6118	1,353	-1,098	0,1460	-0,1090	295,00	-0,2836	-0,1190	0,4191	1,441	0,5443	0,6499	-1,800	2,071	17,61	295,00	4,717	
295,20	13,19	-0,6123	1,353	-1,099	0,1464	-0,1090	295,20	-0,2835	-0,1189	0,4197	1,442	0,5449	0,6504	-1,802	2,073	17,61	295,20	4,720	
295,40	13,18	-0,6127	1,354	-1,100	0,1467	-0,1090	295,40	-0,2835	-0,1189	0,4203	1,443	0,5455	0,6508	-1,803	2,075	17,59	295,40	4,723	
295,60	13,19	-0,6130	1,355	-1,100	0,1469	-0,1090	295,60	-0,2835	-0,1189	0,4209	1,444	0,5460	0,6511	-1,804	2,077	17,60	295,60	4,727	
295,80	13,18	-0,6135	1,356	-1,101	0,1473	-0,1090	295,80	-0,2835	-0,1188	0,4215	1,445	0,5464	0,6514	-1,806	2,078	17,59	295,80	4,730	
296,00	13,19	-0,6141	1,358	-1,102	0,1476	-0,1090	296,00	-0,2835	-0,1188	0,4221	1,446	0,5468	0,6517	-1,807	2,079	17,61	296,00	4,733	
296,20	13,19	-0,6145	1,359	-1,103	0,1478	-0,1090	296,20	-0,2834	-0,1188	0,4226	1,447	0,5472	0,6519	-1,808	2,080	17,61	296,20	4,737	
296,40	13,18	-0,6147	1,360	-1,103	0,1479	-0,1090	296,40	-0,2834	-0,1188	0,4232	1,448	0,5477	0,6522	-1,810	2,082	17,58	296,40	4,740	
296,60	13,19	-0,6155	1,362	-1,105	0,1482	-0,1090	296,60	-0,2834	-0,1188	0,4237	1,448	0,5481	0,6525	-1,810	2,082	17,61	296,60	4,743	
296,80	13,19	-0,6159	1,365	-1,105	0,1481	-0,1090	296,80	-0,2834	-0,1187	0,4241	1,449	0,5485	0,6528	-1,812	2,083	17,61	296,80	4,747	
297,00	13,20	-0,6165	1,366	-1,106	0,1484	-0,1090	297,00	-0,2834	-0,1187	0,4246	1,450	0,5489	0,6531	-1,813	2,085	17,61	297,00	4,750	
297,20	13,19	-0,6169	1,366	-1,107	0,1484	-0,1090	297,20	-0,2834	-0,1187	0,4250	1,450	0,5494	0,6535	-1,814	2,086	17,60	297,20	4,753	
297,40	13,18	-0,6171	1,367	-1,107	0,1485	-0,1090	297,40	-0,2834	-0,1187	0,4255	1,451	0,5499	0,6538	-1,815	2,086	17,59	297,40	4,757	
297,60	13,19	-0,6177	1,367	-1,108	0,1488	-0,1090	297,60	-0,2834	-0,1187	0,4259	1,451	0,5504	0,6541	-1,816	2,087	17,60	297,60	4,760	
297,80	13,19	-0,6179	1,368	-1,108	0,1488	-0,1090	297,80	-0,2833	-0,1186	0,4262	1,452	0,5508	0,6544	-1,817	2,088	17,59	297,80	4,763	
298,00	13,19	-0,6183	1,369	-1,109	0,1490	-0,1089	298,00	-0,2833	-0,1186	0,4266	1,452	0,5512	0,6546	-1,818	2,088	17,60	298,00	4,767	
298,20	13,18	-0,6186	1,369	-1,109	0,1491	-0,1089	298,20	-0,2833	-0,1186	0,4269	1,453	0,5516	0,6549	-1,819	2,089	17,59	298,20	4,770	
298,40	13,19	-0,6191	1,370	-1,110	0,1493	-0,1089	298,40	-0,2833	-0,1186	0,4272	1,453	0,5520	0,6552	-1,820	2,090	17,60	298,40	4,773	
298,60	13,18	-0,6192	1,371	-1,110	0,1494	-0,1089	298,60	-0,2833	-0,1186	0,4275	1,454	0,5523	0,6554	-1,820	2,091	17,59	298,60	4,777	
298,80	13,19	-0,6199	1,371	-1,111	0,1497	-0,1089	298,80	-0,2833	-0,1185	0,4278	1,454	0,5526	0,6556	-1,821	2,091	17,60	298,80	4,780	
299,00	13,18	-0,6198	1,372	-1,111	0,1496	-0,1089	299,00	-0,2832	-0,1185	0,4281	1,455	0,5529	0,6558	-1,822	2,092	17,58	299,00	4,783	
299,20	13,18	-0,6200	1,372	-1,111	0,1498	-0,1089	299,20	-0,2832	-0,1185	0,4284	1,455	0,5532	0,6560	-1,823	2,092	17,58	299,20	4,787	
