Zeit  1 - Langsame Messrate [s]	KMD1 [kN]	Vorne_links-v-control [mm]	Mitte_rechts-v [mm]	Vorne_rechts_v [mm]	Vorne_rechts_h_0_Grad [mm]	Vorne_mitte_h_0_Grad [mm]	Zeit  2 - Langsame Messrate [s]	Vorne_links_h_0_Grad [mm]	Mitte_h_0_Grad_1 [mm]	Mitte_h_0_Grad_2 [mm]	Mitte_h_90_Grad [mm]	Vorne_mitte_h_90_Grad_1 [mm]	Vorne_mitte_h_90_Grad_2 [mm]	Vorne_v_control [mm]	V_Mitte [mm]	Kraftges [kN]	Zeit [s]	Weg_soll []
635,60	30,32	-4,026	7,348	-4,865	0,4480	0,3838	635,60	-0,6214	0,4676	1,995	6,804	1,912	2,822	-7,646	10,38	36,82	635,60	10,39	
635,80	30,33	-4,029	7,358	-4,867	0,4466	0,3841	635,80	-0,6225	0,4676	1,995	6,807	1,914	2,825	-7,648	10,38	36,82	635,80	10,40	
636,00	30,33	-4,032	7,363	-4,869	0,4452	0,3844	636,00	-0,6236	0,4676	1,996	6,809	1,915	2,828	-7,650	10,38	36,82	636,00	10,40	
636,20	30,33	-4,035	7,369	-4,871	0,4436	0,3847	636,20	-0,6247	0,4676	1,997	6,812	1,917	2,830	-7,652	10,39	36,81	636,20	10,40	
636,40	30,34	-4,039	7,374	-4,873	0,4420	0,3850	636,40	-0,6257	0,4676	1,998	6,815	1,918	2,833	-7,654	10,39	36,82	636,40	10,41	
636,60	30,33	-4,042	7,380	-4,875	0,4402	0,3852	636,60	-0,6268	0,4675	1,998	6,818	1,920	2,836	-7,655	10,40	36,80	636,60	10,41	
636,80	30,33	-4,045	7,386	-4,877	0,4386	0,3855	636,80	-0,6279	0,4675	1,999	6,820	1,921	2,839	-7,657	10,40	36,80	636,80	10,41	
637,00	30,34	-4,048	7,388	-4,879	0,4369	0,3858	637,00	-0,6290	0,4675	1,999	6,823	1,923	2,841	-7,658	10,40	36,80	637,00	10,42	
637,20	30,33	-4,051	7,392	-4,881	0,4353	0,3861	637,20	-0,6302	0,4675	2,000	6,826	1,924	2,844	-7,660	10,40	36,79	637,20	10,42	
637,40	30,33	-4,053	7,397	-4,883	0,4337	0,3864	637,40	-0,6314	0,4675	2,000	6,828	1,925	2,847	-7,661	10,41	36,79	637,40	10,42	
637,60	30,34	-4,056	7,405	-4,885	0,4319	0,3867	637,60	-0,6327	0,4675	2,001	6,830	1,927	2,850	-7,663	10,41	36,79	637,60	10,43	
637,80	30,33	-4,059	7,408	-4,886	0,4301	0,3870	637,80	-0,6339	0,4674	2,001	6,832	1,928	2,852	-7,664	10,41	36,78	637,80	10,43	
638,00	30,33	-4,061	7,412	-4,888	0,4283	0,3873	638,00	-0,6351	0,4674	2,002	6,834	1,930	2,855	-7,666	10,41	36,77	638,00	10,43	
638,20	30,34	-4,064	7,416	-4,890	0,4266	0,3877	638,20	-0,6363	0,4674	2,002	6,837	1,931	2,857	-7,667	10,42	36,78	638,20	10,44	
638,40	30,34	-4,067	7,420	-4,892	0,4247	0,3881	638,40	-0,6374	0,4674	2,003	6,839	1,932	2,860	-7,668	10,42	36,78	638,40	10,44	
638,60	30,33	-4,069	7,426	-4,893	0,4231	0,3885	638,60	-0,6386	0,4674	2,003	6,842	1,933	2,862	-7,670	10,42	36,77	638,60	10,44	
638,80	30,33	-4,072	7,433	-4,895	0,4215	0,3889	638,80	-0,6398	0,4674	2,004	6,844	1,935	2,865	-7,671	10,42	36,77	638,80	10,45	
639,00	30,33	-4,075	7,441	-4,897	0,4198	0,3893	639,00	-0,6410	0,4673	2,005	6,847	1,936	2,867	-7,672	10,43	36,76	639,00	10,45	
639,20	30,33	-4,078	7,450	-4,898	0,4180	0,3897	639,20	-0,6421	0,4673	2,005	6,849	1,937	2,869	-7,674	10,43	36,76	639,20	10,45	
639,40	30,33	-4,080	7,456	-4,900	0,4161	0,3901	639,40	-0,6432	0,4673	2,006	6,852	1,938	2,872	-7,675	10,43	36,74	639,40	10,46	
639,60	30,32	-4,084	7,466	-4,903	0,4137	0,3905	639,60	-0,6445	0,4673	2,006	6,854	1,939	2,874	-7,676	10,44	36,73	639,60	10,46	
639,80	30,32	-4,089	7,470	-4,906	0,4113	0,3909	639,80	-0,6461	0,4673	2,007	6,857	1,941	2,877	-7,677	10,44	36,73	639,80	10,46	
640,00	30,33	-4,092	7,474	-4,908	0,4094	0,3912	640,00	-0,6482	0,4673	2,007	6,861	1,942	2,881	-7,678	10,44	36,73	640,00	10,47	
640,20	30,32	-4,095	7,479	-4,910	0,4076	0,3915	640,20	-0,6503	0,4673	2,008	6,864	1,944	2,884	-7,680	10,45	36,71	640,20	10,47	
640,40	30,32	-4,098	7,487	-4,912	0,4059	0,3917	640,40	-0,6524	0,4673	2,009	6,868	1,946	2,888	-7,681	10,45	36,72	640,40	10,47	
640,60	30,32	-4,101	7,496	-4,914	0,4044	0,3919	640,60	-0,6544	0,4673	2,010	6,870	1,947	2,891	-7,682	10,46	36,71	640,60	10,48	
640,80	30,33	-4,104	7,503	-4,916	0,4027	0,3922	640,80	-0,6563	0,4673	2,010	6,873	1,949	2,894	-7,683	10,46	36,71	640,80	10,48	
641,00	30,33	-4,108	7,510	-4,919	0,4010	0,3924	641,00	-0,6581	0,4673	2,011	6,876	1,950	2,897	-7,685	10,46	36,71	641,00	10,48	
641,20	30,33	-4,111	7,516	-4,921	0,3995	0,3926	641,20	-0,6598	0,4673	2,012	6,879	1,951	2,899	-7,686	10,47	36,70	641,20	10,49	
641,40	30,33	-4,114	7,526	-4,923	0,3978	0,3928	641,40	-0,6616	0,4673	2,012	6,882	1,953	2,902	-7,688	10,47	36,71	641,40	10,49	
641,60	30,34	-4,118	7,535	-4,925	0,3960	0,3931	641,60	-0,6633	0,4673	2,013	6,885	1,954	2,905	-7,689	10,47	36,71	641,60	10,49	
641,80	30,34	-4,122	7,544	-4,928	0,3942	0,3934	641,80	-0,6649	0,4673	2,013	6,888	1,956	2,908	-7,690	10,48	36,70	641,80	10,50	
642,00	30,34	-4,126	7,551	-4,930	0,3922	0,3937	642,00	-0,6665	0,4673	2,014	6,890	1,958	2,911	-7,692	10,48	36,70	642,00	10,50	
642,20	30,35	-4,130	7,562	-4,933	0,3903	0,3941	642,20	-0,6682	0,4673	2,015	6,893	1,959	2,915	-7,694	10,48	36,70	642,20	10,50	
642,40	30,35	-4,134	7,569	-4,935	0,3885	0,3946	642,40	-0,6699	0,4673	2,015	6,896	1,961	2,918	-7,695	10,49	36,70	642,40	10,51	
642,60	30,35	-4,138	7,575	-4,937	0,3865	0,3951	642,60	-0,6716	0,4674	2,016	6,898	1,963	2,922	-7,696	10,49	36,70	642,60	10,51	
642,80	30,35	-4,143	7,578	-4,940	0,3846	0,3956	642,80	-0,6732	0,4674	2,017	6,901	1,964	2,925	-7,698	10,49	36,69	642,80	10,51	
643,00	30,35	-4,146	7,582	-4,942	0,3827	0,3962	643,00	-0,6749	0,4674	2,017	6,904	1,966	2,929	-7,699	10,49	36,69	643,00	10,52	
643,20	30,29	-4,150	7,587	-4,945	0,3809	0,3967	643,20	-0,6763	0,4674	2,018	6,907	1,968	2,933	-7,701	10,50	36,60	643,20	10,52	
643,40	30,35	-4,153	7,591	-4,947	0,3787	0,3972	643,40	-0,6778	0,4675	2,018	6,909	1,969	2,936	-7,702	10,50	36,67	643,40	10,52	
643,60	30,35	-4,157	7,597	-4,949	0,3766	0,3977	643,60	-0,6794	0,4675	2,019	6,911	1,971	2,939	-7,703	10,50	36,67	643,60	10,53	
643,80	30,35	-4,161	7,605	-4,951	0,3741	0,3981	643,80	-0,6811	0,4676	2,019	6,913	1,973	2,941	-7,704	10,50	36,66	643,80	10,53	
644,00	30,35	-4,165	7,614	-4,953	0,3720	0,3985	644,00	-0,6829	0,4676	2,020	6,915	1,974	2,944	-7,705	10,51	36,67	644,00	10,53	
644,20	30,35	-4,170	7,621	-4,956	0,3700	0,3989	644,20	-0,6847	0,4677	2,020	6,916	1,976	2,947	-7,707	10,51	36,66	644,20	10,54	
644,40	30,37	-4,177	7,635	-4,958	0,3670	0,3993	644,40	-0,6863	0,4677	2,021	6,918	1,977	2,951	-7,709	10,51	36,67	644,40	10,54	
644,60	30,38	-4,183	7,640	-4,960	0,3643	0,3997	644,60	-0,6878	0,4678	2,022	6,920	1,979	2,955	-7,710	10,51	36,67	644,60	10,54	
644,80	30,38	-4,188	7,643	-4,963	0,3617	0,4001	644,80	-0,6894	0,4678	2,022	6,923	1,982	2,959	-7,712	10,51	36,67	644,80	10,55	
645,00	30,37	-4,193	7,650	-4,966	0,3592	0,4005	645,00	-0,6911	0,4679	2,023	6,925	1,984	2,964	-7,714	10,52	36,65	645,00	10,55	
645,20	30,39	-4,197	7,661	-4,968	0,3569	0,4008	645,20	-0,6929	0,4680	2,023	6,927	1,986	2,968	-7,715	10,52	36,67	645,20	10,55	
645,40	30,38	-4,202	7,674	-4,971	0,3546	0,4012	645,40	-0,6947	0,4680	2,024	6,929	1,988	2,972	-7,717	10,52	36,65	645,40	10,56	
645,60	30,39	-4,206	7,684	-4,973	0,3524	0,4016	645,60	-0,6964	0,4680	2,025	6,932	1,990	2,975	-7,718	10,52	36,65	645,60	10,56	
645,80	30,38	-4,210	7,689	-4,975	0,3501	0,4021	645,80	-0,6979	0,4680	2,025	6,934	1,992	2,979	-7,720	10,52	36,64	645,80	10,56	
646,00	30,39	-4,214	7,695	-4,977	0,3480	0,4026	646,00	-0,6994	0,4679	2,026	6,937	1,994	2,982	-7,721	10,52	36,64	646,00	10,57	
646,20	30,38	-4,218	7,701	-4,979	0,3459	0,4031	646,20	-0,7011	0,4677	2,027	6,939	1,996	2,985	-7,723	10,53	36,63	646,20	10,57	
646,40	30,39	-4,222	7,708	-4,982	0,3439	0,4036	646,40	-0,7029	0,4674	2,027	6,941	1,997	2,989	-7,724	10,53	36,63	646,40	10,57	
646,60	30,40	-4,226	7,717	-4,984	0,3418	0,4042	646,60	-0,7047	0,4671	2,028	6,943	1,999	2,992	-7,726	10,53	36,64	646,60	10,58	
646,80	30,39	-4,230	7,724	-4,986	0,3399	0,4047	646,80	-0,7064	0,4665	2,029	6,946	2,000	2,995	-7,727	10,54	36,63	646,80	10,58	
647,00	30,39	-4,234	7,728	-4,988	0,3379	0,4051	647,00	-0,7079	0,4659	2,029	6,948	2,002	2,999	-7,728	10,54	36,62	647,00	10,58	
647,20	30,39	-4,238	7,730	-4,990	0,3360	0,4056	647,20	-0,7093	0,4651	2,030	6,950	2,003	3,002	-7,730	10,54	36,61	647,20	10,59	
647,40	30,39	-4,241	7,732	-4,992	0,3340	0,4060	647,40	-0,7107	0,4643	2,031	6,953	2,005	3,005	-7,731	10,54	36,61	647,40	10,59	
647,60	30,38	-4,245	7,735	-4,994	0,3318	0,4063	647,60	-0,7121	0,4634	2,031	6,955	2,007	3,008	-7,732	10,55	36,60	647,60	10,59	
647,80	30,39	-4,248	7,740	-4,996	0,3298	0,4067	647,80	-0,7136	0,4623	2,032	6,957	2,008	3,011	-7,734	10,55	36,59	647,80	10,60	
648,00	30,38	-4,252	7,744	-4,998	0,3278	0,4070	648,00	-0,7152	0,4613	2,032	6,959	2,010	3,013	-7,735	10,55	36,58	648,00	10,60	
648,20	30,38	-4,256	7,749	-5,000	0,3258	0,4074	648,20	-0,7166	0,4602	2,033	6,961	2,011	3,016	-7,736	10,56	36,57	648,20	10,60	
648,40	30,39	-4,259	7,752	-5,002	0,3238	0,4077	648,40	-0,7180	0,4593	2,033	6,963	2,013	3,019	-7,737	10,56	36,58	648,40	10,61	
648,60	30,38	-4,263	7,762	-5,003	0,3217	0,4080	648,60	-0,7193	0,4584	2,034	6,965	2,015	3,022	-7,738	10,56	36,56	648,60	10,61	
648,80	30,38	-4,266	7,768	-5,005	0,3198	0,4084	648,80	-0,7206	0,4575	2,034	6,967	2,016	3,025	-7,739	10,56	36,56	648,80	10,61	
649,00	30,38	-4,270	7,777	-5,007	0,3178	0,4087	649,00	-0,7219	0,4567	2,034	6,969	2,018	3,028	-7,740	10,57	36,56	649,00	10,62	
649,20	30,38	-4,274	7,786	-5,009	0,3159	0,4091	649,20	-0,7232	0,4560	2,035	6,972	2,019	3,032	-7,742	10,57	36,55	649,20	10,62	
649,40	30,39	-4,277	7,792	-5,011	0,3141	0,4095	649,40	-0,7244	0,4552	2,035	6,973	2,021	3,035	-7,743	10,57	36,55	649,40	10,62	
649,60	30,39	-4,280	7,796	-5,013	0,3123	0,4099	649,60	-0,7254	0,4545	2,036	6,975	2,022	3,038	-7,744	10,57	36,55	649,60	10,63	
649,80	30,38	-4,283	7,799	-5,015	0,3106	0,4103	649,80	-0,7265	0,4537	2,036	6,977	2,024	3,040	-7,745	10,57	36,53	649,80	10,63	
650,00	30,38	-4,286	7,803	-5,017	0,3089	0,4108	650,00	-0,7277	0,4530	2,037	6,979	2,025	3,043	-7,746	10,58	36,54	650,00	10,63	
650,20	30,38	-4,289	7,808	-5,018	0,3073	0,4112	650,20	-0,7290	0,4523	2,037	6,981	2,027	3,046	-7,747	10,58	36,53	650,20	10,64	
650,40	30,38	-4,292	7,813	-5,020	0,3057	0,4116	650,40	-0,7302	0,4514	2,037	6,982	2,028	3,049	-7,749	10,58	36,52	650,40	10,64	
650,60	30,38	-4,295	7,822	-5,022	0,3041	0,4121	650,60	-0,7313	0,4506	2,038	6,984	2,030	3,051	-7,750	10,58	36,51	650,60	10,64	
650,80	30,39	-4,298	7,828	-5,024	0,3024	0,4125	650,80	-0,7323	0,4498	2,038	6,986	2,031	3,054	-7,751	10,58	36,52	650,80	10,65	
651,00	30,38	-4,301	7,832	-5,025	0,3009	0,4130	651,00	-0,7334	0,4489	2,039	6,989	2,032	3,056	-7,752	10,59	36,51	651,00	10,65	
651,20	30,37	-4,303	7,836	-5,027	0,2993	0,4135	651,20	-0,7346	0,4480	2,039	6,991	2,034	3,059	-7,753	10,59	36,50	651,20	10,65	
651,40	30,37	-4,306	7,841	-5,028	0,2977	0,4140	651,40	-0,7358	0,4471	2,040	6,993	2,035	3,061	-7,754	10,59	36,50	651,40	10,66	
651,60	30,37	-4,309	7,846	-5,030	0,2962	0,4144	651,60	-0,7370	0,4461	2,040	6,995	2,036	3,064	-7,755	10,60	36,49	651,60	10,66	
651,80	30,38	-4,311	7,854	-5,032	0,2948	0,4149	651,80	-0,7382	0,4452	2,041	6,997	2,038	3,066	-7,756	10,60	36,49	651,80	10,66	
652,00	30,37	-4,314	7,863	-5,033	0,2933	0,4154	652,00	-0,7392	0,4444	2,041	6,999	2,039	3,068	-7,757	10,60	36,48	652,00	10,67	
652,20	30,37	-4,316	7,866	-5,035	0,2918	0,4159	652,20	-0,7403	0,4437	2,041	7,001	2,040	3,071	-7,758	10,61	36,48	652,20	10,67	
652,40	30,38	-4,319	7,870	-5,037	0,2903	0,4164	652,40	-0,7412	0,4431	2,042	7,002	2,041	3,073	-7,759	10,61	36,48	652,40	10,67	
652,60	30,37	-4,322	7,878	-5,038	0,2890	0,4168	652,60	-0,7421	0,4426	2,042	7,003	2,042	3,075	-7,760	10,61	36,47	652,60	10,68	
652,80	30,37	-4,324	7,883	-5,040	0,2875	0,4172	652,80	-0,7431	0,4422	2,043	7,005	2,043	3,078	-7,761	10,62	36,47	652,80	10,68	
653,00	30,36	-4,326	7,889	-5,041	0,2860	0,4176	653,00	-0,7441	0,4419	2,043	7,006	2,044	3,080	-7,762	10,62	36,45	653,00	10,68	
653,20	30,37	-4,329	7,895	-5,043	0,2845	0,4180	653,20	-0,7452	0,4416	2,043	7,008	2,046	3,082	-7,763	10,62	36,45	653,20	10,69	
653,40	30,38	-4,332	7,898	-5,045	0,2830	0,4184	653,40	-0,7462	0,4412	2,044	7,009	2,047	3,084	-7,764	10,62	36,47	653,40	10,69	
653,60	30,40	-4,337	7,900	-5,048	0,2818	0,4188	653,60	-0,7472	0,4410	2,044	7,011	2,048	3,086	-7,766	10,63	36,49	653,60	10,69	
653,80	30,42	-4,341	7,903	-5,050	0,2808	0,4191	653,80	-0,7480	0,4409	2,045	7,014	2,049	3,089	-7,767	10,63	36,51	653,80	10,70	
654,00	30,43	-4,344	7,908	-5,053	0,2798	0,4193	654,00	-0,7486	0,4408	2,046	7,017	2,051	3,092	-7,769	10,64	36,52	654,00	10,70	
654,20	30,44	-4,348	7,918	-5,055	0,2789	0,4195	654,20	-0,7493	0,4408	2,046	7,020	2,052	3,095	-7,771	10,64	36,53	654,20	10,70	
654,40	30,45	-4,352	7,925	-5,058	0,2782	0,4198	654,40	-0,7503	0,4408	2,047	7,024	2,053	3,099	-7,773	10,65	36,54	654,40	10,71	
654,60	30,47	-4,356	7,929	-5,061	0,2776	0,4200	654,60	-0,7516	0,4408	2,048	7,027	2,054	3,102	-7,775	10,65	36,56	654,60	10,71	
654,80	30,47	-4,359	7,932	-5,064	0,2769	0,4202	654,80	-0,7528	0,4408	2,049	7,031	2,056	3,106	-7,777	10,66	36,56	654,80	10,71	
655,00	30,48	-4,363	7,935	-5,066	0,2762	0,4204	655,00	-0,7539	0,4407	2,049	7,034	2,057	3,109	-7,779	10,66	36,56	655,00	10,72	
655,20	30,48	-4,366	7,941	-5,069	0,2754	0,4206	655,20	-0,7550	0,4407	2,050	7,038	2,058	3,112	-7,781	10,66	36,56	655,20	10,72	
655,40	30,49	-4,370	7,946	-5,071	0,2744	0,4207	655,40	-0,7562	0,4407	2,050	7,041	2,059	3,115	-7,783	10,66	36,56	655,40	10,72	
655,60	30,48	-4,373	7,954	-5,073	0,2734	0,4209	655,60	-0,7574	0,4407	2,051	7,044	2,060	3,118	-7,785	10,67	36,56	655,60	10,73	
655,80	30,49	-4,376	7,960	-5,075	0,2721	0,4210	655,80	-0,7586	0,4406	2,052	7,047	2,061	3,121	-7,786	10,67	36,56	655,80	10,73	
656,00	30,49	-4,378	7,962	-5,077	0,2707	0,4212	656,00	-0,7599	0,4401	2,052	7,050	2,063	3,123	-7,788	10,67	36,56	656,00	10,73	
656,20	30,49	-4,381	7,965	-5,079	0,2696	0,4213	656,20	-0,7612	0,4394	2,053	7,052	2,064	3,126	-7,789	10,67	36,55	656,20	10,74	
656,40	30,49	-4,384	7,967	-5,081	0,2684	0,4215	656,40	-0,7625	0,4385	2,053	7,055	2,065	3,128	-7,790	10,67	36,55	656,40	10,74	
656,60	30,49	-4,387	7,972	-5,083	0,2670	0,4216	656,60	-0,7636	0,4374	2,054	7,058	2,066	3,131	-7,792	10,67	36,54	656,60	10,74	
656,80	30,49	-4,389	7,980	-5,085	0,2655	0,4218	656,80	-0,7647	0,4363	2,054	7,060	2,067	3,133	-7,793	10,68	36,54	656,80	10,75	
657,00	30,50	-4,392	7,985	-5,087	0,2642	0,4219	657,00	-0,7658	0,4351	2,055	7,063	2,069	3,135	-7,794	10,68	36,55	657,00	10,75	
657,20	30,51	-4,396	7,993	-5,090	0,2631	0,4221	657,20	-0,7669	0,4339	2,055	7,065	2,070	3,138	-7,795	10,68	36,57	657,20	10,75	
657,40	30,55	-4,400	8,002	-5,093	0,2622	0,4222	657,40	-0,7681	0,4329	2,056	7,067	2,071	3,140	-7,797	10,68	36,61	657,40	10,76	
657,60	30,60	-4,406	8,011	-5,098	0,2619	0,4224	657,60	-0,7692	0,4320	2,057	7,071	2,072	3,143	-7,799	10,69	36,67	657,60	10,76	
657,80	30,63	-4,413	8,026	-5,103	0,2614	0,4225	657,80	-0,7703	0,4313	2,058	7,077	2,074	3,146	-7,803	10,69	36,71	657,80	10,76	
658,00	30,66	-4,419	8,040	-5,107	0,2610	0,4227	658,00	-0,7715	0,4307	2,060	7,085	2,075	3,150	-7,806	10,70	36,74	658,00	10,77	
658,20	30,67	-4,426	8,049	-5,111	0,2604	0,4228	658,20	-0,7729	0,4301	2,061	7,092	2,077	3,155	-7,810	10,71	36,75	658,20	10,77	
658,40	30,68	-4,433	8,055	-5,115	0,2594	0,4229	658,40	-0,7746	0,4294	2,062	7,098	2,079	3,159	-7,814	10,71	36,75	658,40	10,77	
658,60	30,69	-4,440	8,064	-5,119	0,2581	0,4231	658,60	-0,7764	0,4287	2,063	7,104	2,081	3,164	-7,817	10,72	36,74	658,60	10,78	
658,80	30,69	-4,450	8,069	-5,122	0,2565	0,4232	658,80	-0,7780	0,4279	2,064	7,109	2,083	3,169	-7,819	10,73	36,74	658,80	10,78	
659,00	30,70	-4,459	8,075	-5,126	0,2544	0,4234	659,00	-0,7793	0,4271	2,065	7,115	2,085	3,176	-7,822	10,73	36,74	659,00	10,78	
659,20	30,71	-4,466	8,086	-5,129	0,2520	0,4235	659,20	-0,7806	0,4262	2,066	7,120	2,087	3,183	-7,824	10,74	36,74	659,20	10,79	
659,40	30,70	-4,483	8,101	-5,132	0,2478	0,4237	659,40	-0,7820	0,4251	2,067	7,124	2,089	3,189	-7,827	10,74	36,71	659,40	10,79	
659,60	30,71	-4,495	8,113	-5,135	0,2444	0,4240	659,60	-0,7830	0,4238	2,068	7,129	2,092	3,195	-7,829	10,75	36,70	659,60	10,79	
659,80	30,71	-4,507	8,128	-5,138	0,2411	0,4242	659,80	-0,7835	0,4220	2,069	7,133	2,095	3,203	-7,831	10,76	36,69	659,80	10,80	
660,00	30,72	-4,516	8,137	-5,141	0,2377	0,4244	660,00	-0,7841	0,4199	2,069	7,138	2,098	3,211	-7,833	10,76	36,68	660,00	10,80	
660,20	30,71	-4,526	8,148	-5,144	0,2350	0,4246	660,20	-0,7853	0,4179	2,070	7,144	2,101	3,219	-7,835	10,77	36,65	660,20	10,80	
660,40	30,71	-4,536	8,164	-5,146	0,2328	0,4248	660,40	-0,7869	0,4159	2,071	7,149	2,104	3,226	-7,837	10,77	36,64	660,40	10,81	
660,60	30,72	-4,544	8,171	-5,149	0,2305	0,4251	660,60	-0,7886	0,4140	2,072	7,154	2,106	3,233	-7,839	10,78	36,64	660,60	10,81	
660,80	30,72	-4,551	8,177	-5,152	0,2283	0,4254	660,80	-0,7903	0,4122	2,073	7,158	2,109	3,239	-7,841	10,78	36,63	660,80	10,81	
661,00	30,72	-4,558	8,188	-5,155	0,2261	0,4258	661,00	-0,7920	0,4105	2,074	7,163	2,111	3,245	-7,843	10,79	36,63	661,00	10,82	
661,20	30,72	-4,565	8,203	-5,157	0,2239	0,4262	661,20	-0,7936	0,4088	2,074	7,168	2,113	3,251	-7,845	10,79	36,61	661,20	10,82	
661,40	30,71	-4,571	8,211	-5,160	0,2218	0,4266	661,40	-0,7956	0,4072	2,075	7,172	2,115	3,256	-7,846	10,80	36,60	661,40	10,82	
661,60	30,71	-4,578	8,222	-5,162	0,2196	0,4272	661,60	-0,7982	0,4057	2,076	7,176	2,117	3,261	-7,848	10,80	36,59	661,60	10,83	
661,80	30,71	-4,584	8,234	-5,165	0,2173	0,4277	661,80	-0,8002	0,4041	2,077	7,180	2,120	3,266	-7,850	10,80	36,58	661,80	10,83	
662,00	30,72	-4,590	8,243	-5,167	0,2153	0,4282	662,00	-0,8013	0,4027	2,078	7,184	2,122	3,272	-7,852	10,80	36,58	662,00	10,83	
662,20	30,71	-4,596	8,248	-5,170	0,2131	0,4288	662,20	-0,8024	0,4012	2,079	7,189	2,124	3,277	-7,854	10,80	36,56	662,20	10,84	
662,40	30,71	-4,602	8,254	-5,173	0,2108	0,4293	662,40	-0,8039	0,3996	2,080	7,193	2,126	3,282	-7,855	10,81	36,55	662,40	10,84	
662,60	30,71	-4,608	8,261	-5,175	0,2087	0,4297	662,60	-0,8056	0,3979	2,081	7,197	2,128	3,287	-7,857	10,81	36,54	662,60	10,84	
662,80	30,71	-4,616	8,272	-5,178	0,2065	0,4300	662,80	-0,8073	0,3962	2,081	7,202	2,130	3,292	-7,859	10,82	36,53	662,80	10,85	
663,00	30,71	-4,624	8,283	-5,181	0,2040	0,4304	663,00	-0,8088	0,3944	2,082	7,207	2,132	3,298	-7,860	10,82	36,52	663,00	10,85	
663,20	30,71	-4,632	8,300	-5,184	0,2014	0,4307	663,20	-0,8102	0,3924	2,083	7,212	2,134	3,304	-7,862	10,83	36,51	663,20	10,85	
663,40	30,71	-4,639	8,310	-5,187	0,1987	0,4311	663,40	-0,8116	0,3903	2,084	7,218	2,136	3,311	-7,864	10,83	36,50	663,40	10,86	
663,60	30,71	-4,646	8,320	-5,190	0,1960	0,4314	663,60	-0,8131	0,3881	2,085	7,223	2,139	3,317	-7,866	10,83	36,49	663,60	10,86	
663,80	30,71	-4,654	8,332	-5,194	0,1941	0,4318	663,80	-0,8148	0,3860	2,086	7,229	2,141	3,323	-7,868	10,84	36,48	663,80	10,86	
664,00	30,71	-4,661	8,345	-5,196	0,1921	0,4322	664,00	-0,8166	0,3841	2,087	7,235	2,143	3,330	-7,870	10,84	36,47	664,00	10,87	
664,20	30,71	-4,667	8,353	-5,199	0,1899	0,4326	664,20	-0,8182	0,3825	2,088	7,240	2,145	3,336	-7,872	10,84	36,46	664,20	10,87	
664,40	30,71	-4,673	8,369	-5,202	0,1879	0,4330	664,40	-0,8198	0,3811	2,089	7,245	2,147	3,342	-7,874	10,85	36,46	664,40	10,87	
664,60	30,71	-4,679	8,379	-5,205	0,1858	0,4333	664,60	-0,8214	0,3798	2,090	7,251	2,150	3,348	-7,876	10,85	36,45	664,60	10,88	
664,80	30,71	-4,685	8,387	-5,209	0,1837	0,4336	664,80	-0,8230	0,3787	2,090	7,256	2,152	3,354	-7,878	10,85	36,44	664,80	10,88	
665,00	30,71	-4,690	8,394	-5,211	0,1818	0,4339	665,00	-0,8246	0,3775	2,091	7,262	2,154	3,359	-7,880	10,86	36,43	665,00	10,88	
665,20	30,71	-4,695	8,405	-5,214	0,1797	0,4343	665,20	-0,8264	0,3764	2,092	7,267	2,156	3,365	-7,881	10,86	36,42	665,20	10,89	
665,40	30,71	-4,700	8,414	-5,217	0,1778	0,4346	665,40	-0,8288	0,3753	2,093	7,272	2,158	3,370	-7,883	10,86	36,41	665,40	10,89	
665,60	30,71	-4,706	8,428	-5,220	0,1754	0,4349	665,60	-0,8311	0,3742	2,094	7,278	2,160	3,375	-7,885	10,87	36,41	665,60	10,89	
665,80	30,71	-4,714	8,435	-5,223	0,1732	0,4351	665,80	-0,8332	0,3732	2,095	7,284	2,162	3,381	-7,887	10,87	36,40	665,80	10,90	
666,00	30,69	-4,737	8,454	-5,227	0,1681	0,4354	666,00	-0,8346	0,3721	2,096	7,290	2,164	3,387	-7,889	10,88	36,34	666,00	10,90	
666,20	30,69	-4,749	8,467	-5,231	0,1654	0,4359	666,20	-0,8348	0,3711	2,097	7,299	2,167	3,396	-7,891	10,88	36,32	666,20	10,90	
666,40	30,69	-4,758	8,480	-5,235	0,1634	0,4363	666,40	-0,8353	0,3699	2,098	7,308	2,170	3,407	-7,894	10,89	36,30	666,40	10,91	
666,60	30,69	-4,769	8,490	-5,239	0,1607	0,4366	666,60	-0,8380	0,3681	2,099	7,317	2,173	3,419	-7,896	10,89	36,29	666,60	10,91	
666,80	30,69	-4,777	8,504	-5,242	0,1581	0,4369	666,80	-0,8417	0,3658	2,100	7,325	2,175	3,431	-7,899	10,90	36,28	666,80	10,91	
667,00	30,69	-4,786	8,527	-5,246	0,1552	0,4371	667,00	-0,8450	0,3633	2,102	7,332	2,178	3,441	-7,901	10,90	36,27	667,00	10,92	
667,20	30,67	-4,804	8,561	-5,250	0,1450	0,4373	667,20	-0,8480	0,3608	2,103	7,339	2,180	3,450	-7,904	10,91	36,22	667,20	10,92	
667,40	30,47	-4,960	8,740	-5,271	0,1094	0,4375	667,40	-0,8529	0,3579	2,104	7,348	2,185	3,463	-7,906	10,91	35,71	667,40	10,92	
667,60	27,95	-4,529	10,61	-5,508	-0,2309	0,4384	667,60	-0,8729	0,3390	2,105	7,405	2,207	3,539	-7,914	10,93	32,79	667,60	10,93	
